C04 C04 C03 180 25
C04 C04 C04 180 25
C03 C04 C04 180 25
C03 C03 C03 180 25
MSO4 C04 C04 180 25
MSO4 C04 C03 180 25
MSO4 C03 C03 180 25
MSO4 C03 C04 180 25
NC4 C04 C04 180 25
NC4 C04 C03 180 25
NC4 C03 C03 180 25
NC4 C03 C04 180 25
